Lead_ID,Counselling,Application,Enrolled,Test_Score
L09123,No,No,No,
L09124,No,No,No,
L09125,Yes,Yes,Yes,79
L09126,Yes,No,No,
L09127,Yes,No,No,
L09128,No,No,No,
L09129,Yes,No,No,
L09130,No,No,No,
L09131,Yes,Yes,Yes,82
L09132,No,No,No,
L09133,No,No,No,
L09134,Yes,No,No,
L09135,Yes,Yes,No,51
L09136,Yes,No,No,
L09137,Yes,Yes,Yes,88
L09138,Yes,No,No,
L09139,No,No,No,
L09140,No,No,No,
L09141,Yes,Yes,No,57
L09142,Yes,No,No,
L09143,No,No,No,
L09144,Yes,Yes,No,65
L09145,Yes,No,No,
L09146,Yes,Yes,No,61
L09147,No,No,No,
L09148,Yes,No,No,
L09149,Yes,Yes,No,66
L09150,No,No,No,
L09151,No,No,No,
L09152,Yes,No,No,
L09153,Yes,Yes,Yes,76
L09154,Yes,No,No,
L09155,Yes,Yes,Yes,76
L09156,Yes,No,No,
L09157,No,No,No,
L09158,Yes,No,No,
L09159,No,No,No,
L09160,Yes,No,No,
L09161,Yes,Yes,Yes,80
L09162,Yes,No,No,
L09163,Yes,No,No,
L09164,No,No,No,
L09165,No,No,No,
L09166,No,No,No,
L09167,No,No,No,
L09168,No,No,No,
L09169,No,No,No,
L09170,Yes,Yes,Yes,72
L09171,Yes,Yes,Yes,81
L09172,No,No,No,
L09173,Yes,Yes,No,65
L09174,No,No,No,
L09175,Yes,Yes,No,60
L09176,Yes,No,No,
L09177,Yes,Yes,No,71
L09178,No,No,No,
L09179,Yes,Yes,No,61
L09180,Yes,Yes,Yes,74
L09181,Yes,Yes,Yes,78
L09182,Yes,Yes,Yes,81
L09183,Yes,No,No,
L09184,No,No,No,
L09185,Yes,Yes,Yes,83
L09186,Yes,Yes,Yes,71
L09187,No,No,No,
L09188,Yes,No,No,
L09189,Yes,No,No,
L09190,No,No,No,
L09191,Yes,No,No,
L09192,Yes,Yes,Yes,67
L09193,Yes,No,No,
L09194,Yes,Yes,Yes,72
L09195,No,No,No,
L09196,No,No,No,
L09197,Yes,Yes,Yes,66
L09198,Yes,Yes,No,52
L09199,Yes,Yes,No,71
L09200,Yes,No,No,
L09201,Yes,Yes,Yes,89
L09202,Yes,No,No,
L09203,Yes,No,No,
L09204,Yes,Yes,No,59
L09205,Yes,Yes,No,55
L09206,Yes,Yes,No,59
L09207,Yes,Yes,Yes,83
L09208,Yes,Yes,No,65
L09209,Yes,No,No,
L09210,Yes,Yes,Yes,71
L09211,Yes,No,No,
L09212,No,No,No,
L09213,No,No,No,
L09214,Yes,Yes,No,67
L09215,No,No,No,
L09216,No,No,No,
L09217,Yes,Yes,No,70
L09218,Yes,No,No,
L09219,Yes,No,No,
L09220,Yes,Yes,Yes,74
L09221,No,No,No,
L09222,Yes,No,No,
L09223,No,No,No,
L09224,No,No,No,
L09225,No,No,No,
L09226,Yes,No,No,
L09227,Yes,Yes,Yes,77
L09228,No,No,No,
L09229,Yes,No,No,
L09230,Yes,Yes,No,50
L09231,Yes,Yes,Yes,79
L09232,Yes,No,No,
L09233,Yes,No,No,
L09234,No,No,No,
L09235,Yes,Yes,Yes,78
L09236,Yes,Yes,No,53
L09237,Yes,No,No,
L09238,Yes,No,No,
L09239,Yes,No,No,
L09240,Yes,No,No,
L09241,Yes,No,No,
L09242,Yes,Yes,Yes,77
L09243,Yes,No,No,
L09244,No,No,No,
L09245,Yes,Yes,No,56
L09246,No,No,No,
L09247,Yes,No,No,
L09248,No,No,No,
L09249,Yes,Yes,No,63
L09250,Yes,Yes,No,79
L09251,Yes,Yes,No,70
L09252,Yes,Yes,Yes,65
L09253,No,No,No,
L09254,Yes,Yes,No,68
L09255,Yes,Yes,Yes,79
L09256,Yes,No,No,
L09257,No,No,No,
L09258,No,No,No,
L09259,No,No,No,
L09260,Yes,No,No,
L09261,No,No,No,
L09262,No,No,No,
L09263,Yes,No,No,
L09264,No,No,No,
L09265,Yes,Yes,Yes,75
L09266,No,No,No,
L09267,Yes,No,No,
L09268,Yes,Yes,Yes,74
L09269,Yes,Yes,No,56
L09270,Yes,No,No,
L09271,Yes,Yes,Yes,76
L09272,Yes,Yes,Yes,76
L09273,Yes,Yes,No,68
L09274,Yes,Yes,No,51
L09275,Yes,No,No,
L09276,Yes,No,No,
L09277,Yes,Yes,Yes,84
L09278,Yes,Yes,Yes,80
L09279,Yes,Yes,Yes,77
L09280,Yes,No,No,
L09281,Yes,Yes,No,54
L09282,No,No,No,
L09283,Yes,Yes,No,68
L09284,Yes,No,No,
L09285,No,No,No,
L09286,No,No,No,
L09287,No,No,No,
L09288,Yes,Yes,Yes,71
L09289,Yes,Yes,Yes,78
L09290,Yes,No,No,
L09291,No,No,No,
L09292,Yes,Yes,Yes,69
L09293,Yes,No,No,
L09294,No,No,No,
L09295,No,No,No,
L09296,Yes,Yes,Yes,81
L09297,Yes,No,No,
L09298,No,No,No,
L09299,Yes,No,No,
L09300,Yes,Yes,Yes,73
L09301,Yes,No,No,
L09302,No,No,No,
L09303,No,No,No,
L09304,Yes,Yes,Yes,74
L09305,Yes,Yes,Yes,78
L09306,Yes,Yes,Yes,60
L09307,Yes,Yes,No,64
L09308,Yes,Yes,No,67
L09309,Yes,Yes,No,56
L09310,No,No,No,
L09311,Yes,Yes,Yes,71
L09312,Yes,No,No,
L09313,Yes,Yes,No,66
L09314,No,No,No,
L09315,No,No,No,
L09316,Yes,Yes,No,66
L09317,Yes,Yes,No,51
L09318,Yes,Yes,No,63
L09319,Yes,Yes,Yes,69
L09320,Yes,No,No,
L09321,Yes,No,No,
L09322,Yes,No,No,
L09323,Yes,No,No,
L09324,Yes,Yes,Yes,67
L09325,Yes,No,No,
L09326,No,No,No,
L09327,Yes,No,No,
L09328,Yes,Yes,No,67
L09329,Yes,Yes,No,56
L09330,No,No,No,
L09331,No,No,No,
L09332,Yes,No,No,
L09333,No,No,No,
L09334,Yes,Yes,Yes,89
L09335,No,No,No,
L09336,Yes,Yes,No,62
L09337,Yes,Yes,No,68
L09338,Yes,Yes,No,56
L09339,Yes,Yes,Yes,70
L09340,Yes,No,No,
L09341,No,No,No,
L09342,Yes,Yes,Yes,62
L09343,No,No,No,
L09344,Yes,Yes,No,69
L09345,Yes,No,No,
L09346,No,No,No,
L09347,No,No,No,
L09348,Yes,No,No,
L09349,No,No,No,
L09350,Yes,Yes,Yes,77
L09351,Yes,No,No,
L09352,Yes,Yes,Yes,60
L09353,No,No,No,
L09354,Yes,Yes,Yes,80
L09355,Yes,Yes,Yes,73
L09356,Yes,No,No,
L09357,No,No,No,
L09358,No,No,No,
L09359,No,No,No,
L09360,Yes,Yes,Yes,74
L09361,No,No,No,
L09362,Yes,Yes,Yes,84
L09363,Yes,Yes,Yes,87
L09364,No,No,No,
L09365,Yes,Yes,Yes,66
L09366,Yes,No,No,
L09367,Yes,Yes,Yes,82
L09368,Yes,Yes,No,57
L09369,Yes,Yes,No,60
L09370,Yes,Yes,Yes,87
L09371,Yes,Yes,Yes,76
L09372,Yes,Yes,No,53
L09373,Yes,Yes,No,58
L09374,No,No,No,
L09375,Yes,Yes,No,66
L09376,No,No,No,
L09377,Yes,Yes,Yes,76
L09378,Yes,No,No,
L09379,Yes,No,No,
L09380,No,No,No,
L09381,Yes,No,No,
L09382,Yes,No,No,
L09383,No,No,No,
L09384,Yes,Yes,Yes,80
L09385,Yes,No,No,
L09386,Yes,Yes,No,62
L09387,Yes,Yes,No,62
L09388,Yes,No,No,
L09389,Yes,No,No,
L09390,Yes,Yes,Yes,63
L09391,Yes,Yes,Yes,81
L09392,Yes,No,No,
L09393,Yes,No,No,
L09394,No,No,No,
L09395,Yes,No,No,
L09396,No,No,No,
L09397,Yes,Yes,Yes,82
L09398,Yes,Yes,Yes,85
L09399,Yes,No,No,
L09400,Yes,No,No,
L09401,Yes,No,No,
L09402,Yes,Yes,Yes,68
L09403,No,No,No,
L09404,No,No,No,
L09405,No,No,No,
L09406,No,No,No,
L09407,Yes,No,No,
L09408,Yes,Yes,No,58
L09409,Yes,No,No,
L09410,Yes,No,No,
L09411,Yes,Yes,No,57
L09412,No,No,No,
L09413,Yes,No,No,
L09414,No,No,No,
L09415,Yes,Yes,No,71
L09416,Yes,No,No,
L09417,Yes,No,No,
L09418,Yes,No,No,
L09419,Yes,No,No,
L09420,Yes,No,No,
L09421,Yes,Yes,Yes,71
L09422,No,No,No,
L09423,Yes,No,No,
L09424,Yes,Yes,No,73
L09425,Yes,Yes,Yes,86
L09426,Yes,No,No,
L09427,No,No,No,
L09428,Yes,No,No,
L09429,No,No,No,
L09430,No,No,No,
L09431,Yes,Yes,No,63
L09432,Yes,Yes,No,57
L09433,No,No,No,
L09434,Yes,Yes,No,60
L09435,Yes,Yes,No,60
L09436,No,No,No,
L09437,Yes,Yes,Yes,80
L09438,Yes,No,No,
L09439,Yes,Yes,Yes,75
L09440,No,No,No,
L09441,Yes,Yes,Yes,66
L09442,Yes,Yes,No,60
L09443,Yes,No,No,
L09444,No,No,No,
L09445,No,No,No,
L09446,Yes,No,No,
L09447,Yes,Yes,No,65
L09448,Yes,No,No,
L09449,No,No,No,
L09450,Yes,Yes,No,75
L09451,No,No,No,
L09452,Yes,Yes,Yes,78
L09453,Yes,No,No,
L09454,Yes,Yes,Yes,79
L09455,Yes,Yes,Yes,75
L09456,No,No,No,
L09457,Yes,Yes,No,59
L09458,Yes,Yes,No,72
L09459,Yes,No,No,
L09460,Yes,Yes,No,62
L09461,Yes,No,No,
L09462,Yes,Yes,Yes,75
L09463,No,No,No,
L09464,No,No,No,
L09465,Yes,Yes,Yes,69
L09466,No,No,No,
L09467,Yes,Yes,Yes,85
L09468,Yes,Yes,No,57
L09469,Yes,Yes,Yes,74
L09470,Yes,Yes,Yes,71
L09471,Yes,Yes,No,67
L09472,No,No,No,
L09473,Yes,No,No,
L09474,Yes,No,No,
L09475,Yes,No,No,
L09476,No,No,No,
L09477,Yes,No,No,
L09478,Yes,No,No,
L09479,No,No,No,
L09480,Yes,Yes,Yes,85
L09481,Yes,No,No,
L09482,Yes,Yes,Yes,85
L09483,Yes,No,No,
L09484,Yes,Yes,Yes,76
L09485,Yes,No,No,
L09486,Yes,No,No,
L09487,Yes,Yes,No,57
L09488,Yes,No,No,
L09489,No,No,No,
L09490,No,No,No,
L09491,Yes,Yes,No,63
L09492,Yes,Yes,Yes,85
L09493,No,No,No,
L09494,No,No,No,
L09495,Yes,Yes,Yes,83
L09496,Yes,No,No,
L09497,Yes,No,No,
L09498,Yes,No,No,
L09499,Yes,No,No,
L09500,Yes,Yes,Yes,81
L09501,No,No,No,
L09502,Yes,Yes,No,71
L09503,Yes,Yes,Yes,73
L09504,Yes,No,No,
L09505,No,No,No,
L09506,Yes,Yes,Yes,72
L09507,No,No,No,
L09508,Yes,No,No,
L09509,Yes,No,No,
L09510,No,No,No,
L09511,Yes,No,No,
L09512,Yes,No,No,
L09513,Yes,Yes,Yes,81
L09514,No,No,No,
L09515,No,No,No,
L09516,Yes,Yes,No,68
L09517,Yes,Yes,No,71
L09518,No,No,No,
L09519,Yes,Yes,No,66
L09520,No,No,No,
L09521,Yes,Yes,No,64
L09522,No,No,No,
L09523,No,No,No,
L09524,Yes,Yes,No,68
L09525,Yes,Yes,No,50
L09526,Yes,No,No,
L09527,Yes,Yes,No,65
L09528,No,No,No,
L09529,Yes,Yes,No,55
L09530,Yes,Yes,Yes,71
L09531,Yes,No,No,
L09532,Yes,Yes,Yes,81
L09533,Yes,Yes,No,69
L09534,No,No,No,
L09535,No,No,No,
L09536,Yes,No,No,
L09537,Yes,No,No,
L09538,Yes,Yes,Yes,83
L09539,Yes,No,No,
L09540,No,No,No,
L09541,Yes,No,No,
L09542,Yes,Yes,Yes,79
L09543,No,No,No,
L09544,Yes,Yes,Yes,88
L09545,Yes,Yes,Yes,85
L09546,No,No,No,
L09547,No,No,No,
L09548,Yes,No,No,
L09549,Yes,No,No,
L09550,Yes,No,No,
L09551,Yes,Yes,No,60
L09552,Yes,No,No,
L09553,Yes,No,No,
L09554,Yes,No,No,
L09555,Yes,Yes,No,63
L09556,Yes,Yes,Yes,77
L09557,Yes,Yes,Yes,74
L09558,Yes,No,No,
L09559,Yes,Yes,Yes,71
L09560,Yes,Yes,Yes,83
L09561,Yes,Yes,No,50
L09562,Yes,Yes,Yes,81
L09563,No,No,No,
L09564,Yes,Yes,No,59
L09565,Yes,No,No,
L09566,Yes,Yes,No,56
L09567,Yes,No,No,
L09568,Yes,Yes,Yes,88
L09569,Yes,Yes,Yes,79
L09570,No,No,No,
L09571,No,No,No,
L09572,Yes,Yes,No,68
L09573,Yes,Yes,No,65
L09574,No,No,No,
L09575,No,No,No,
L09576,No,No,No,
L09577,Yes,Yes,No,77
L09578,Yes,Yes,Yes,78
L09579,Yes,Yes,No,56
L09580,Yes,Yes,No,62
L09581,No,No,No,
L09582,Yes,No,No,
L09583,Yes,Yes,No,68
L09584,Yes,Yes,Yes,80
L09585,No,No,No,
L09586,No,No,No,
L09587,Yes,Yes,Yes,75
L09588,Yes,Yes,No,59
L09589,Yes,No,No,
L09590,Yes,Yes,No,62
L09591,Yes,Yes,Yes,71
L09592,Yes,Yes,No,78
L09593,No,No,No,
L09594,Yes,Yes,Yes,78
L09595,Yes,Yes,No,71
L09596,Yes,Yes,No,58
L09597,Yes,No,No,
L09598,No,No,No,
L09599,Yes,Yes,No,66
L09600,No,No,No,
L09601,Yes,Yes,No,77
L09602,Yes,No,No,
L09603,No,No,No,
L09604,No,No,No,
L09605,No,No,No,
L09606,Yes,No,No,
L09607,Yes,Yes,Yes,83
L09608,Yes,No,No,
L09609,Yes,No,No,
L09610,Yes,No,No,
L09611,Yes,Yes,Yes,73
L09612,Yes,Yes,No,73
L09613,Yes,No,No,
L09614,Yes,Yes,No,61
L09615,Yes,Yes,No,62
L09616,Yes,No,No,
L09617,Yes,No,No,
L09618,Yes,Yes,No,58
L09619,Yes,No,No,
L09620,Yes,Yes,Yes,87
L09621,Yes,Yes,Yes,74
L09622,No,No,No,
L09623,Yes,Yes,Yes,83
L09624,No,No,No,
L09625,No,No,No,
L09626,Yes,No,No,
L09627,Yes,Yes,No,67
L09628,No,No,No,
L09629,Yes,Yes,Yes,75
L09630,Yes,Yes,Yes,79
L09631,No,No,No,
L09632,No,No,No,
L09633,No,No,No,
L09634,No,No,No,
L09635,Yes,No,No,
L09636,No,No,No,
L09637,Yes,No,No,
L09638,Yes,No,No,
L09639,Yes,No,No,
L09640,Yes,No,No,
L09641,No,No,No,
L09642,No,No,No,
L09643,Yes,Yes,No,59
L09644,Yes,No,No,
L09645,Yes,Yes,No,60
L09646,Yes,Yes,Yes,75
L09647,Yes,Yes,Yes,77
L09648,Yes,Yes,No,63
L09649,Yes,No,No,
L09650,Yes,Yes,No,62
L09651,Yes,Yes,No,74
L09652,Yes,Yes,Yes,76
L09653,Yes,No,No,
L09654,Yes,Yes,Yes,83
L09655,Yes,Yes,Yes,72
L09656,Yes,Yes,No,67
L09657,Yes,Yes,Yes,71
L09658,Yes,Yes,No,69
L09659,Yes,Yes,Yes,84
L09660,No,No,No,
L09661,Yes,No,No,
L09662,Yes,No,No,
L09663,Yes,No,No,
L09664,Yes,No,No,
L09665,No,No,No,
L09666,Yes,No,No,
L09667,Yes,No,No,
L09668,Yes,No,No,
L09669,Yes,No,No,
L09670,Yes,Yes,No,60
L09671,Yes,Yes,Yes,78
L09672,Yes,Yes,Yes,78
L09673,Yes,Yes,No,68
L09674,Yes,No,No,
L09675,Yes,Yes,Yes,68
L09676,No,No,No,
L09677,Yes,Yes,No,55
L09678,Yes,No,No,
L09679,No,No,No,
L09680,Yes,Yes,Yes,84
L09681,No,No,No,
L09682,Yes,Yes,Yes,80
L09683,Yes,Yes,Yes,82
L09684,No,No,No,
L09685,No,No,No,
L09686,Yes,Yes,Yes,79
L09687,No,No,No,
L09688,Yes,Yes,No,65
L09689,Yes,Yes,No,64
L09690,Yes,No,No,
L09691,No,No,No,
L09692,Yes,Yes,No,60
L09693,Yes,No,No,
L09694,Yes,No,No,
L09695,Yes,Yes,Yes,86
L09696,Yes,No,No,
L09697,Yes,No,No,
L09698,No,No,No,
L09699,No,No,No,
L09700,Yes,Yes,No,57
L09701,No,No,No,
L09702,Yes,No,No,
L09703,Yes,No,No,
L09704,Yes,No,No,
L09705,Yes,No,No,
L09706,No,No,No,
L09707,Yes,Yes,No,68
L09708,No,No,No,
L09709,Yes,No,No,
L09710,No,No,No,
L09711,No,No,No,
L09712,Yes,Yes,Yes,70
L09713,No,No,No,
L09714,Yes,Yes,No,65
L09715,Yes,No,No,
L09716,No,No,No,
L09717,No,No,No,
L09718,Yes,No,No,
L09719,Yes,No,No,
L09720,Yes,No,No,
L09721,No,No,No,
L09722,Yes,No,No,
L09723,Yes,Yes,Yes,77
L09724,Yes,Yes,No,59
L09725,Yes,Yes,No,63
L09726,Yes,Yes,Yes,87
L09727,No,No,No,
L09728,Yes,Yes,Yes,87
L09729,No,No,No,
L09730,Yes,Yes,No,62
L09731,No,No,No,
L09732,No,No,No,
L09733,Yes,Yes,Yes,77
L09734,Yes,Yes,No,78
L09735,Yes,No,No,
L09736,No,No,No,
L09737,No,No,No,
L09738,Yes,Yes,No,57
L09739,No,No,No,
L09740,Yes,Yes,No,74
L09741,Yes,Yes,Yes,64
L09742,Yes,Yes,No,60
L09743,Yes,Yes,No,72
L09744,Yes,No,No,
L09745,Yes,No,No,
L09746,Yes,No,No,
L09747,Yes,Yes,No,56
L09748,Yes,No,No,
L09749,No,No,No,
L09750,No,No,No,
L09751,Yes,Yes,Yes,89
L09752,Yes,Yes,No,76
L09753,Yes,No,No,
L09754,Yes,No,No,
L09755,No,No,No,
L09756,No,No,No,
L09757,No,No,No,
L09758,Yes,Yes,Yes,69
L09759,Yes,No,No,
L09760,Yes,Yes,Yes,75
L09761,No,No,No,
L09762,No,No,No,
L09763,Yes,Yes,No,73
L09764,Yes,Yes,Yes,79
L09765,No,No,No,
L09766,Yes,No,No,
L09767,Yes,Yes,No,61
L09768,No,No,No,
L09769,Yes,No,No,
L09770,No,No,No,
L09771,No,No,No,
L09772,No,No,No,
L09773,Yes,No,No,
L09774,Yes,Yes,Yes,78
L09775,Yes,No,No,
L09776,Yes,Yes,Yes,86
L09777,Yes,No,No,
L09778,No,No,No,
L09779,Yes,Yes,No,62
L09780,No,No,No,
L09781,Yes,No,No,
L09782,Yes,No,No,
L09783,Yes,Yes,No,64
L09784,Yes,Yes,No,65
L09785,Yes,Yes,Yes,79
L09786,Yes,No,No,
L09787,Yes,No,No,
L09788,Yes,Yes,No,60
L09789,No,No,No,
L09790,Yes,Yes,Yes,87
L09791,Yes,Yes,Yes,67
L09792,No,No,No,
L09793,Yes,Yes,Yes,74
L09794,Yes,No,No,
L09795,No,No,No,
L09796,Yes,No,No,
L09797,Yes,No,No,
L09798,Yes,Yes,Yes,88
L09799,Yes,Yes,No,73
L09800,Yes,Yes,Yes,71
L09801,No,No,No,
L09802,Yes,No,No,
L09803,No,No,No,
L09804,Yes,No,No,
L09805,Yes,No,No,
L09806,Yes,Yes,No,64
L09807,Yes,Yes,No,55
L09808,Yes,Yes,Yes,88
L09809,Yes,Yes,No,50
L09810,Yes,Yes,Yes,66
L09811,No,No,No,
L09812,Yes,No,No,
L09813,Yes,No,No,
L09814,Yes,No,No,
L09815,No,No,No,
L09816,No,No,No,
L09817,Yes,Yes,Yes,72
L09818,No,No,No,
L09819,No,No,No,
L09820,Yes,No,No,
L09821,Yes,No,No,
L09822,Yes,Yes,Yes,82
L09823,Yes,Yes,No,66
L09824,Yes,Yes,Yes,89
L09825,Yes,Yes,No,70
L09826,Yes,Yes,Yes,87
L09827,Yes,Yes,No,65
L09828,Yes,Yes,Yes,84
L09829,No,No,No,
L09830,Yes,No,No,
L09831,Yes,No,No,
L09832,Yes,No,No,
L09833,Yes,No,No,
L09834,Yes,No,No,
L09835,No,No,No,
L09836,Yes,Yes,No,69
L09837,Yes,Yes,No,73
L09838,Yes,Yes,Yes,73
L09839,Yes,Yes,No,73
L09840,Yes,Yes,No,64
L09841,Yes,No,No,
L09842,Yes,Yes,No,63
L09843,Yes,Yes,No,58
L09844,Yes,No,No,
L09845,Yes,No,No,
L09846,Yes,No,No,
L09847,Yes,Yes,Yes,74
L09848,No,No,No,
L09849,Yes,Yes,Yes,84
L09850,Yes,Yes,Yes,81
L09851,Yes,Yes,Yes,68
L09852,Yes,Yes,Yes,81
L09853,No,No,No,
L09854,Yes,Yes,Yes,78
L09855,No,No,No,
L09856,No,No,No,
L09857,No,No,No,
L09858,Yes,Yes,No,51
L09859,Yes,No,No,
L09860,No,No,No,
L09861,No,No,No,
L09862,No,No,No,
L09863,Yes,Yes,Yes,86
L09864,Yes,No,No,
L09865,Yes,No,No,
L09866,Yes,No,No,
L09867,Yes,No,No,
L09868,Yes,Yes,Yes,65
L09869,Yes,No,No,
L09870,Yes,No,No,
L09871,Yes,Yes,No,63
L09872,Yes,No,No,
L09873,Yes,Yes,Yes,75
L09874,Yes,Yes,No,61
L09875,Yes,No,No,
L09876,No,No,No,
L09877,Yes,No,No,
L09878,Yes,Yes,No,68
L09879,Yes,Yes,Yes,64
L09880,Yes,Yes,Yes,87
L09881,No,No,No,
L09882,Yes,No,No,
L09883,No,No,No,
L09884,Yes,No,No,
L09885,Yes,Yes,No,63
L09886,Yes,Yes,No,64
L09887,Yes,Yes,No,79
L09888,No,No,No,
L09889,Yes,No,No,
L09890,No,No,No,
L09891,No,No,No,
L09892,Yes,Yes,Yes,67
L09893,Yes,Yes,Yes,81
L09894,Yes,No,No,
L09895,Yes,No,No,
L09896,Yes,No,No,
L09897,No,No,No,
L09898,Yes,No,No,
L09899,Yes,Yes,No,57
L09900,Yes,Yes,Yes,74
L09901,Yes,Yes,No,70
L09902,Yes,Yes,Yes,78
L09903,Yes,No,No,
L09904,Yes,No,No,
L09905,Yes,Yes,No,58
L09906,Yes,No,No,
L09907,Yes,Yes,No,56
L09908,No,No,No,
L09909,Yes,Yes,Yes,76
L09910,Yes,No,No,
L09911,Yes,Yes,Yes,79
L09912,Yes,Yes,Yes,77
L09913,Yes,No,No,
L09914,Yes,No,No,
L09915,Yes,No,No,
L09916,No,No,No,
L09917,No,No,No,
L09918,Yes,No,No,
L09919,Yes,No,No,
L09920,No,No,No,
L09921,Yes,Yes,Yes,89
L09922,Yes,Yes,No,55
L09923,Yes,Yes,Yes,71
L09924,Yes,Yes,No,50
L09925,No,No,No,
L09926,No,No,No,
L09927,Yes,Yes,Yes,79
L09928,Yes,No,No,
L09929,No,No,No,
L09930,Yes,No,No,
L09931,Yes,No,No,
L09932,Yes,No,No,
L09933,No,No,No,
L09934,Yes,Yes,No,62
L09935,Yes,No,No,
L09936,Yes,Yes,Yes,84
L09937,Yes,Yes,Yes,65
L09938,Yes,Yes,Yes,66
L09939,No,No,No,
L09940,Yes,No,No,
L09941,No,No,No,
L09942,No,No,No,
L09943,No,No,No,
L09944,No,No,No,
L09945,Yes,No,No,
L09946,No,No,No,
L09947,No,No,No,
L09948,Yes,Yes,Yes,79
L09949,Yes,Yes,Yes,76
L09950,Yes,Yes,Yes,66
L09951,Yes,No,No,
L09952,Yes,Yes,No,66
L09953,Yes,Yes,Yes,74
L09954,Yes,Yes,No,60
L09955,Yes,Yes,Yes,72
L09956,Yes,No,No,
L09957,Yes,Yes,No,58
L09958,Yes,No,No,
L09959,Yes,No,No,
L09960,Yes,No,No,
L09961,Yes,No,No,
L09962,No,No,No,
L09963,Yes,Yes,No,72
L09964,Yes,Yes,No,64
L09965,Yes,Yes,Yes,82
L09966,Yes,Yes,No,64
L09967,Yes,Yes,Yes,75
L09968,Yes,Yes,Yes,88
L09969,No,No,No,
L09970,No,No,No,
L09971,Yes,Yes,No,62
L09972,Yes,Yes,Yes,75
L09973,Yes,No,No,
L09974,Yes,Yes,No,56
L09975,Yes,Yes,Yes,73
L09976,Yes,Yes,Yes,63
L09977,Yes,No,No,
L09978,No,No,No,
L09979,No,No,No,
L09980,Yes,No,No,
L09981,Yes,No,No,
L09982,No,No,No,
L09983,Yes,No,No,
L09984,Yes,No,No,
L09985,Yes,Yes,No,63
L09986,Yes,Yes,Yes,70
L09987,No,No,No,
L09988,Yes,Yes,No,62
L09989,Yes,No,No,
L09990,Yes,Yes,Yes,65
L09991,Yes,Yes,No,56
L09992,Yes,Yes,No,79
L09993,Yes,Yes,Yes,77
L09994,Yes,No,No,
L09995,Yes,No,No,
L09996,Yes,Yes,No,61
L09997,No,No,No,
L09998,Yes,Yes,Yes,87
L09999,Yes,No,No,
L10000,Yes,Yes,Yes,78
L10001,Yes,Yes,Yes,86
L10002,Yes,Yes,Yes,76
L10003,Yes,No,No,
L10004,Yes,Yes,Yes,65
L10005,Yes,Yes,Yes,84
L10006,Yes,Yes,Yes,87
L10007,Yes,No,No,
L10008,Yes,Yes,Yes,80
L10009,No,No,No,
L10010,Yes,Yes,Yes,76
L10011,No,No,No,
L10012,Yes,Yes,No,61
L10013,No,No,No,
L10014,Yes,Yes,Yes,83
L10015,Yes,Yes,Yes,82
L10016,Yes,No,No,
L10017,No,No,No,
L10018,Yes,Yes,No,65
L10019,Yes,Yes,No,63
L10020,Yes,Yes,No,60
L10021,Yes,No,No,
L10022,No,No,No,
L10023,No,No,No,
L10024,Yes,Yes,No,70
L10025,Yes,No,No,
L10026,Yes,Yes,Yes,66
L10027,Yes,Yes,No,63
L10028,Yes,No,No,
L10029,No,No,No,
L10030,Yes,Yes,Yes,85
L10031,No,No,No,
L10032,Yes,No,No,
L10033,Yes,Yes,No,67
L10034,Yes,No,No,
L10035,Yes,Yes,Yes,74
L10036,Yes,Yes,No,72
L10037,No,No,No,
L10038,Yes,Yes,No,56
L10039,No,No,No,
L10040,No,No,No,
L10041,Yes,No,No,
L10042,Yes,No,No,
L10043,Yes,No,No,
L10044,Yes,Yes,Yes,77
L10045,No,No,No,
L10046,Yes,Yes,Yes,73
L10047,Yes,No,No,
L10048,Yes,No,No,
L10049,Yes,Yes,No,67
L10050,No,No,No,
L10051,No,No,No,
L10052,No,No,No,
L10053,Yes,No,No,
L10054,No,No,No,
L10055,Yes,No,No,
L10056,Yes,No,No,
L10057,Yes,No,No,
L10058,No,No,No,
L10059,Yes,Yes,No,62
L10060,No,No,No,
L10061,Yes,No,No,
L10062,No,No,No,
L10063,Yes,Yes,No,71
L10064,Yes,Yes,Yes,75
L10065,Yes,No,No,
L10066,No,No,No,
L10067,No,No,No,
L10068,Yes,No,No,
L10069,Yes,Yes,Yes,76
L10070,No,No,No,
L10071,Yes,Yes,Yes,78
L10072,Yes,No,No,
L10073,No,No,No,
L10074,No,No,No,
L10075,Yes,Yes,Yes,78
L10076,Yes,No,No,
L10077,No,No,No,
L10078,No,No,No,
L10079,No,No,No,
L10080,Yes,Yes,No,64
L10081,No,No,No,
L10082,No,No,No,
L10083,Yes,Yes,No,63
L10084,Yes,Yes,Yes,76
L10085,Yes,No,No,
L10086,No,No,No,
L10087,No,No,No,
L10088,Yes,No,No,
L10089,Yes,Yes,Yes,77
L10090,Yes,Yes,Yes,72
L10091,Yes,No,No,
L10092,No,No,No,
L10093,Yes,No,No,
L10094,No,No,No,
L10095,No,No,No,
L10096,Yes,Yes,Yes,77
L10097,Yes,Yes,No,66
L10098,Yes,Yes,Yes,79
L10099,Yes,Yes,Yes,71
L10100,No,No,No,
L10101,Yes,Yes,No,58
L10102,Yes,Yes,Yes,74
L10103,No,No,No,
L10104,No,No,No,
L10105,Yes,Yes,Yes,84
L10106,No,No,No,
L10107,Yes,Yes,Yes,76
L10108,Yes,Yes,Yes,77
L10109,Yes,Yes,Yes,78
L10110,Yes,Yes,Yes,78
L10111,No,No,No,
